Canonical SMILES,Molecule IDs
CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,"CHEMBL3957801, CHEMBL3957801"
CC(C)c1nnc(N2CC[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,"CHEMBL5184941, CHEMBL5184941"
O=C(C#CCO)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,"CHEMBL202411, CHEMBL202411"
COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,"CHEMBL4582933, CHEMBL4582933"
C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(C(C)C)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4227210, CHEMBL4227210"
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,"CHEMBL208292, CHEMBL208292"
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(N)=O,"CHEMBL207687, CHEMBL207687"
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N(C)CCN(C)C)cc3)oc3ncnc(NCCO)c23)c1,"CHEMBL5409123, CHEMBL5409123"
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CC4)c23)ccc1N(C)CCN(C)C,"CHEMBL5427961, CHEMBL5427961"
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC(C)C)c23)ccc1N(C)CCN(C)C,"CHEMBL5420948, CHEMBL5420948"
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H]4CCC[C@@H]4O)c23)ccc1N(C)CCN(C)C,"CHEMBL5422592, CHEMBL5422592"
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,"CHEMBL207235, CHEMBL207235"
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,"CHEMBL178654, CHEMBL178654, CHEMBL178654, CHEMBL178654, CHEMBL178654, CHEMBL178654"
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,"CHEMBL3981551, CHEMBL3981551"
C=CC(=O)Nc1ccc2ncc(NC(=O)Nc3ccccc3)nc2c1,"CHEMBL5272590, CHEMBL5272590"
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)oc3ncnc(NCCO)c23)c1,"CHEMBL5430958, CHEMBL5430958"
COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC.Cl,"CHEMBL541586, CHEMBL541586, CHEMBL541586, CHEMBL541586"
O=[N+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,"CHEMBL66409, CHEMBL66409"
C=CC(=O)N1CCCCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,"CHEMBL5272747, CHEMBL5272747, CHEMBL5272747"
Fc1c(Nc2ncnc3cc4c(cc23)OCCO4)ccc(Cl)c1Br,"CHEMBL4762453, CHEMBL4762453"
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CC)CCN(C)C,"CHEMBL4277911, CHEMBL4277911"
O=C1N[C@H](C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCN2CCCCC2)CO1,"CHEMBL3819120, CHEMBL3819120, CHEMBL3819120"
C=CC(=O)N1CCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cc1c(OCCCF)cc2F,"CHEMBL5266919, CHEMBL5266919, CHEMBL5266919"
CN(C)C/C=C(/F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,"CHEMBL3357642, CHEMBL3357642"
CSC1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,"CHEMBL3233788, CHEMBL3233788"
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)C1=CCCC1,"CHEMBL3946232, CHEMBL3946232"
COc1cccc(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1,"CHEMBL4288300, CHEMBL4288300"
O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(cc(C#Cc3ccc(CN4CCC(CO)CC4)cc3)cc2C(F)(F)F)C1=O,"CHEMBL5189574, CHEMBL5189574"
COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,"CHEMBL3970330, CHEMBL3970330"
C=CC(=O)Nc1cc(F)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL4087740, CHEMBL4087740"
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,"CHEMBL3907533, CHEMBL3907533"
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3)CCC4)n2)ccc1N(C)CCN(C)C,"CHEMBL5271151, CHEMBL5271151"
C=CC(=O)Nc1cc(Nc2nccc(Nc3ccc4c(ccn4C)c3)n2)c(OC)cc1N1CCN(C)CC1,"CHEMBL5286080, CHEMBL5286080"
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1,"CHEMBL27688, CHEMBL27688"
C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,"CHEMBL139044, CHEMBL139044"
C=CC(=O)N1CC[C@H](Oc2cc3c(N[C@H](C)c4ccccc4)ncnc3cc2OC)C1,"CHEMBL3919447, CHEMBL3919447"
COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,"CHEMBL4853833, CHEMBL4853833"
Brc1cccc(Nc2ncnc3ccccc23)c1,"CHEMBL290096, CHEMBL290096, CHEMBL290096, CHEMBL290096, CHEMBL290096"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccn(C)n3)nc3[nH]ccc23)c1,"CHEMBL3786453, CHEMBL3786453"
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,"CHEMBL514436, CHEMBL514436"
CC[C@H](C)n1nc(N2CC(C(C)(C)O)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,"CHEMBL5282118, CHEMBL5282118, CHEMBL5282118, CHEMBL5282118"
CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,"CHEMBL166255, CHEMBL166255"
Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1C,"CHEMBL306081, CHEMBL306081, CHEMBL306081"
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1ncc[nH]1,"CHEMBL4526992, CHEMBL4526992"
O=C(O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1,"CHEMBL4282460, CHEMBL4282460"
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CO,"CHEMBL4449681, CHEMBL4449681"
C=CC(=O)N1CC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)C1,"CHEMBL3965549, CHEMBL3965549"
CCC(=O)Nc1cccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)ccnc3[nH]2)c1,"CHEMBL4077917, CHEMBL4077917, CHEMBL4077917"
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4286318, CHEMBL4286318"
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,"CHEMBL2403108, CHEMBL2403108, CHEMBL2403108"
CN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,"CHEMBL517123, CHEMBL517123"
C=CC(=O)N1CCC[C@@H]1CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,"CHEMBL4061473, CHEMBL4061473, CHEMBL4061473"
C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4cc(C(F)(F)F)cnc4C#N)nn3)c3c(N)ncnc32)C1,"CHEMBL4534592, CHEMBL4534592"
C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCC(N6CCN(C)CC6)CC5)cc4OC)nc32)c1,"CHEMBL4290785, CHEMBL4290785"
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H]4CCC[C@H]4O)c23)ccc1N(C)CCN(C)C,"CHEMBL5426811, CHEMBL5426811"
N#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1F,"CHEMBL4743464, CHEMBL4743464"
C=CC(=O)N(C)CCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,"CHEMBL3921017, CHEMBL3921017"
C=CC(=O)Nc1cccc(N2C(=O)OCc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL5203118, CHEMBL5203118"
C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1F,"CHEMBL598798, CHEMBL598798"
O=C(/C=C/CN1CCS(=O)(=O)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,"CHEMBL3233793, CHEMBL3233793"
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccnc4)ccc23)c(OC)cc1N(C)CCN(C)C,"CHEMBL4080424, CHEMBL4080424, CHEMBL4080424"
Clc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,"CHEMBL75177, CHEMBL75177, CHEMBL75177"
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1,"CHEMBL2426282, CHEMBL2426282, CHEMBL2426282"
Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1,"CHEMBL153170, CHEMBL153170"
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)[nH]c4n3)cc2)CC1,"CHEMBL2178368, CHEMBL2178368, CHEMBL2178368, CHEMBL2178368, CHEMBL2178368"
COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccncn2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,"CHEMBL5201846, CHEMBL5201846, CHEMBL5201846"
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1O[C@H]1CCOC1,"CHEMBL4293145, CHEMBL4293145"
COc1cc2ncnc(Nc3ccccc3)c2cc1OC,"CHEMBL94191, CHEMBL94191, CHEMBL94191"
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(C)cc1N(C)CCN(C)C,"CHEMBL4280993, CHEMBL4280993"
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(N)=O,"CHEMBL208118, CHEMBL208118"
CC[C@H](C)Nc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)N1CC(C(C)(C)O)C1,"CHEMBL5427952, CHEMBL5427952, CHEMBL5427952"
C#Cc1cccc(Nc2ccnc3cc(OCCOC)c(OCCOC)cc23)c1,"CHEMBL1089203, CHEMBL1089203, CHEMBL1089203"
Clc1cccc(Nc2[nH]cnc3nnc(-c4ccccc4)c2-3)c1,"CHEMBL119977, CHEMBL119977"
CNC(=O)[C@@H](C)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,"CHEMBL211003, CHEMBL211003"
COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL52197, CHEMBL52197, CHEMBL52197, CHEMBL52197"
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](CO)C(N)=O,"CHEMBL208286, CHEMBL208286"
COc1ccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)cc1,"CHEMBL3678953, CHEMBL3678953, CHEMBL3678953"
N#Cc1cnc2ccc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,"CHEMBL220037, CHEMBL220037, CHEMBL220037"
O=C(Nc1nccs1)C(c1ncn2c1C[C@@H](F)C2)n1cc2c(Cl)cc(-c3ccc(N4CCN(C5CC5)CC4)cc3)c(Cl)c2n1,"CHEMBL5207152, CHEMBL5207152"
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)CC1,"CHEMBL5183664, CHEMBL5183664"
Oc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,"CHEMBL4097627, CHEMBL4097627, CHEMBL4097627, CHEMBL4097627"
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCOCC1,"CHEMBL4287401, CHEMBL4287401"
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(Cl)ccc34)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4289490, CHEMBL4289490"
CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,"CHEMBL3678958, CHEMBL3678958, CHEMBL3678958"
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(CCO)c3n2)C1,"CHEMBL3608431, CHEMBL3608431, CHEMBL3608431"
Brc1cccc(Nc2[nH]cnc3nc4ccccc4c2-3)c1,"CHEMBL423224, CHEMBL423224, CHEMBL423224"
O=C(COc1ccc(F)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL597200, CHEMBL597200, CHEMBL597200"
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)oc3ncnc(NC4CCCCC4)c23)c1,"CHEMBL5437343, CHEMBL5437343"
C#Cc1cccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)c1,"CHEMBL3805509, CHEMBL3805509"
COc1ccc(-c2c3c4cc(OCCCN(C)C)c(OCCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,"CHEMBL4211835, CHEMBL4211835"
C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4cccc(OC)c4)n3)[nH]c12,"CHEMBL5083976, CHEMBL5083976"
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C)ccn2)c1,"CHEMBL4086878, CHEMBL4086878, CHEMBL4086878"
O=C(Nc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,"CHEMBL4763967, CHEMBL4763967, CHEMBL4763967"
CC(C)n1nc(N2CC(C(C)(C)O)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,"CHEMBL5282716, CHEMBL5282716, CHEMBL5282716, CHEMBL5282716"
CNC(=O)C1CN(c2ncc(C(C)C)c3cc(Nc4ccnc(N5CC[C@@H](O)[C@@](C)(F)C5)n4)ncc23)C1,"CHEMBL5187021, CHEMBL5187021"
Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1,"CHEMBL182254, CHEMBL182254"
O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)NO,"CHEMBL1630107, CHEMBL1630107"
CCOC(=O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl,"CHEMBL4862351, CHEMBL4862351"
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,"CHEMBL1645462, CHEMBL1645462, CHEMBL1645462"
O=C(/C=C/CNC1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,"CHEMBL3233775, CHEMBL3233775"
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N(C)CCN(C)C,"CHEMBL5432280, CHEMBL5432280"
CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL2031296, CHEMBL2031296, CHEMBL2031296"
COc1cc(N2CCOCC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,"CHEMBL5087264, CHEMBL5087264"
CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,"CHEMBL5183286, CHEMBL5183286"
CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,"CHEMBL512076, CHEMBL512076"
C=CC(=O)Nc1cc(Nc2ncnc(-c3cn(C)c4ccccc34)c2F)c(OC)cc1N(C)CCN(C)C,"CHEMBL4099377, CHEMBL4099377, CHEMBL4099377"
COc1cc2ncnc(Nc3ccccc3F)c2cc1OC.Cl,"CHEMBL1204360, CHEMBL1204360, CHEMBL1204360"
Fc1c(Nc2ncnc3cc4c(cc23)OCCO4)ccc(Br)c1Br,"CHEMBL4794223, CHEMBL4794223"
COc1cc2ncnc(Nc3cc(C(=O)NC45CC6CC(CC(C6)C4)C5)ccc3C)c2cc1OCCCN1CCOCC1,"CHEMBL3763701, CHEMBL3763701"
CCO.CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,"CHEMBL358934, CHEMBL358934"
CCC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,"CHEMBL4102224, CHEMBL4102224, CHEMBL4102224"
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1,"CHEMBL392273, CHEMBL392273"
C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4531697, CHEMBL4531697, CHEMBL4531697"
O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3ccc(CN4CCC(O)CC4)cc3)cc2C1=O,"CHEMBL5207479, CHEMBL5207479"
O=C(Nc1nccs1)C(c1ncn2c1CCC2)n1cc2c(Cl)cc(-c3ccc(N4CCOCC4)cc3)c(Cl)c2n1,"CHEMBL5201725, CHEMBL5201725"
C=CC(=O)Nc1cc(Cl)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL4105621, CHEMBL4105621"
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(=O)(=O)C3CC3)c3ccccc23)n1,"CHEMBL5200598, CHEMBL5200598, CHEMBL5200598"
CCOc1cc2ncnc(Nc3ccc(C)c(Cl)c3)c2c2c1OCCO2,"CHEMBL3804868, CHEMBL3804868"
N#CCC(=O)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc21,"CHEMBL4282506, CHEMBL4282506, CHEMBL4282506"
COc1cc2ncnc(N3CCc4ccccc43)c2cc1NC(=O)/C=C/CN1CCCC1,"CHEMBL4165894, CHEMBL4165894"
CC(C)N1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,"CHEMBL3233791, CHEMBL3233791"
O=C(O)[C@H]1O[C@@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL2021576, CHEMBL2021576, CHEMBL2021576"
CN(C)CCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,"CHEMBL2347960, CHEMBL2347960"
CN(C)CCCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,"CHEMBL2347961, CHEMBL2347961"
CC(C)n1c(Nc2ccc(C(F)(F)F)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,"CHEMBL3678957, CHEMBL3678957, CHEMBL3678957"
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)COC(C)=O,"CHEMBL4439974, CHEMBL4439974"
C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)c1,"CHEMBL4126630, CHEMBL4126630"
COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3ccccc23)n1,"CHEMBL5285308, CHEMBL5285308, CHEMBL5285308"
C=CC(=O)NCc1cccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)ccnc3[nH]2)c1,"CHEMBL4102179, CHEMBL4102179, CHEMBL4102179"
C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,"CHEMBL4558324, CHEMBL4558324"
Brc1cccc(Nc2ncnc3cccnc23)c1,"CHEMBL54805, CHEMBL54805"
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,"CHEMBL4855080, CHEMBL4855080"
CCN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,"CHEMBL3233790, CHEMBL3233790"
O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL135142, CHEMBL135142"
CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,"CHEMBL3233778, CHEMBL3233778"
c1cnc2ccc(Nc3ncnc4ccc(-c5cnn(C6CCNCC6)c5)cc34)cc2c1,"CHEMBL3827349, CHEMBL3827349"
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C(C)C)C1,"CHEMBL425601, CHEMBL425601"
CC(C)(O)Cn1/c(=N/C(=O)c2ccnc(-c3ccccc3)c2)[nH]c2ccccc21,"CHEMBL4434788, CHEMBL4434788, CHEMBL4434788"
NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,"CHEMBL248108, CHEMBL248108"
COCCN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,"CHEMBL214857, CHEMBL214857"
COC[C@@H](C(N)=O)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,"CHEMBL379905, CHEMBL379905"
C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4465103, CHEMBL4465103, CHEMBL4465103"
Brc1cccc(Nc2ncnc3ccncc23)c1,"CHEMBL52665, CHEMBL52665"
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,"CHEMBL243837, CHEMBL243837"
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N(CC)CC)CC4)cc3OC)n2)c1,"CHEMBL4228176, CHEMBL4228176, CHEMBL4228176"
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3F)c2c1,"CHEMBL3132872, CHEMBL3132872"
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)CC1,"CHEMBL5208416, CHEMBL5208416"
Fc1c(Nc2ncnc3cc4c(cc23)OCCO4)ccc(Cl)c1Cl,"CHEMBL4744207, CHEMBL4744207"
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc3[nH]ccc23)CC1,"CHEMBL5205097, CHEMBL5205097"
C=CC(=O)Nc1cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)ccc1C,"CHEMBL4083486, CHEMBL4083486"
COc1cccc(Nc2cc(NC(=O)CCCC(=O)O)ncn2)c1,"CHEMBL4294156, CHEMBL4294156"
O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,"CHEMBL3904257, CHEMBL3904257"
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)ncc2Cl)CC1,"CHEMBL5203195, CHEMBL5203195"
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(Cl)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL3219135, CHEMBL3219135, CHEMBL3219135, CHEMBL3219135, CHEMBL3219135"
COc1cc2ncnc(Nc3ccc(Cl)c(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,"CHEMBL4861346, CHEMBL4861346"
CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,"CHEMBL3357647, CHEMBL3357647"
CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,"CHEMBL3899132, CHEMBL3899132"
CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,"CHEMBL5076986, CHEMBL5076986"
COc1cc2ncnc3c2cc1OCCOCCOCCOc1cc(Cl)ccc1N3,"CHEMBL5169346, CHEMBL5169346, CHEMBL5169346"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)F)ncc2SC)c1,"CHEMBL3798128, CHEMBL3798128"
c1csc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)c1,"CHEMBL76751, CHEMBL76751"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)N5CCN(CCOc6no[n+]([O-])c6S(=O)(=O)c6ccccc6)CC5)CC4)cc3OC)ncc2Cl)c1,"CHEMBL2381516, CHEMBL2381516, CHEMBL2381516"
C#Cc1cccc(Nc2ncnc3ccc(NC(C)=O)cc23)c1,"CHEMBL3815074, CHEMBL3815074, CHEMBL3815074"
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccccc2)nn1,"CHEMBL4578487, CHEMBL4578487"
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC4CC4)c23)c1,"CHEMBL5394139, CHEMBL5394139"
